customer_id,gender,age,senior_citizen,senior_label,married,number_of_dependents,number_of_referrals,tenure_in_months,tenure_group,offer,internet_service,internet_type,contract,payment_method,paperless_billing,monthly_charge,monthly_charge_group,total_charges,total_revenue,satisfaction_score,churn_label,churn_flag,churn_probability,predicted_churn,predicted_churn_flag,risk_level,prediction_result_type,revenue_at_risk,expected_annual_loss,high_risk_revenue,internet_contract_segment,senior_payment_segment,action_segment,recommended_action
0567-GGCAC,Female,38,No,,No,0,0,7,7-12 months,,Yes,DSL,Month-to-Month,Bank Withdrawal,No,61.4,Medium,438.9,549.78,3,No,0,0.25242906712514007,No,0,Low Risk,True Negative,15.4991447214836,185.98973665780318,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
8884-MRNSU,Male,61,No,,Yes,0,8,17,13-24 months,Offer D,No,,One Year,Bank Withdrawal,No,19.9,Low,329.75,579.48,3,No,0,0.002906166940694477,No,0,Low Risk,True Negative,0.05783272211982009,0.693992665437841,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
2171-UDMFD,Male,22,No,,Yes,3,5,32,25-48 months,Offer C,No,,Month-to-Month,Credit Card,Yes,19.45,Low,674.55,1796.15,4,No,0,0.0035516473514833023,No,0,Low Risk,True Negative,0.06907954098635023,0.8289544918362028,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
9802-CAQUT,Female,27,No,,Yes,3,9,72,49-72 months,,Yes,Fiber Optic,Two Year,Credit Card,No,109.55,Very High,7887.25,10411.33,4,No,0,0.00012891476106987064,No,0,Low Risk,True Negative,0.014122612075204329,0.16947134490245194,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history | Offer a trial premium support package"
0187-WZNAB,Female,56,No,,Yes,2,6,27,25-48 months,Offer C,Yes,Fiber Optic,Month-to-Month,Credit Card,No,74.4,High,1972.35,3232.17,3,No,0,0.01626268172350695,No,0,Low Risk,True Negative,1.2099435202289173,14.519322242747007,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Low Priority,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package"
1475-VWVDO,Male,55,No,,No,0,0,7,7-12 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,74.9,High,490.55,732.6800000000001,3,No,0,0.7360108021783754,Yes,1,High Risk,False Positive,55.127209083160324,661.5265089979239,74.9,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
1357-MVDOZ,Male,25,No,,Yes,1,7,11,7-12 months,Offer D,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,59.65,Medium,683.25,915.79,3,No,0,0.03198747106637696,No,0,Low Risk,True Negative,1.9080526491093859,22.89663178931263,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7602-MVRMB,Female,62,No,,Yes,1,9,72,49-72 months,,Yes,Fiber Optic,Two Year,Bank Withdrawal,Yes,110.45,Very High,8058.85,11416.21,4,No,0,0.0012261852258288511,No,0,Low Risk,True Negative,0.1354321581927966,1.6251858983135592,0.0,Fiber Optic + Two Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
5406-KGRMX,Female,30,No,,No,0,0,71,49-72 months,,No,,Two Year,Bank Withdrawal,No,24.55,Low,1719.15,1908.01,5,No,0,0.0027422847021825077,No,0,Low Risk,True Negative,0.06732308943858056,0.8078770732629668,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
5968-HYJRZ,Male,28,No,,Yes,2,3,47,25-48 months,Offer B,No,,Two Year,Credit Card,No,24.55,Low,1160.45,1897.41,4,No,0,0.0011476911535323185,No,0,Low Risk,True Negative,0.02817581781921842,0.33810981383062105,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
7140-ADSMJ,Male,23,No,,No,0,0,8,7-12 months,Offer E,No,,Month-to-Month,Credit Card,Yes,20.45,Low,162.3,443.98,3,No,0,0.21373553380165558,No,0,Low Risk,True Negative,4.370891666243857,52.45069999492628,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
2585-KTFRE,Male,61,No,,No,1,0,1,0-6 months,,Yes,Cable,Month-to-Month,Bank Withdrawal,Yes,70.45,High,70.45,90.55,3,No,0,0.3799433518379223,Yes,1,Medium Risk,False Positive,26.767009136981628,321.20410964377953,0.0,Cable + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
7994-UYIVZ,Male,62,No,,Yes,0,1,8,7-12 months,Offer E,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,85.65,High,659.45,1046.17,4,No,0,0.9358759997426526,Yes,1,High Risk,False Positive,80.15777937795819,961.8933525354983,85.65,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
7717-BICXI,Male,37,No,,Yes,3,4,60,49-72 months,Offer B,No,,Two Year,Credit Card,No,20.55,Low,1205.05,2144.05,3,No,0,0.00024179669539690113,No,0,Low Risk,True Negative,0.0049689220904063185,0.05962706508487582,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
6559-RAKOZ,Male,61,No,,Yes,1,7,49,49-72 months,Offer B,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,97.95,Very High,4917.9,5702.879999999999,3,No,0,0.01748585477680984,No,0,Low Risk,True Negative,1.712739475388524,20.552873704662286,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
4716-MRVEN,Female,30,No,,No,0,0,29,25-48 months,Offer C,No,,One Year,Credit Card,No,20.0,Low,599.3,1539.77,5,No,0,0.012752733440199546,No,0,Low Risk,True Negative,0.2550546688039909,3.0606560256478907,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
2143-LJULT,Female,55,No,,Yes,0,1,67,49-72 months,,No,,Two Year,Credit Card,Yes,25.25,Low,1733.15,4100.93,5,No,0,0.016398477180972534,No,0,Low Risk,True Negative,0.4140615488195565,4.968738585834678,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
3200-MNQTF,Male,38,No,,Yes,0,8,67,49-72 months,,Yes,DSL,Two Year,Credit Card,No,70.9,High,4677.1,6557.120000000001,3,No,0,0.0002205455346288718,No,0,Low Risk,True Negative,0.01563667840518701,0.18764014086224412,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
6164-HXUGH,Female,40,No,,Yes,1,1,6,0-6 months,Offer E,No,,Month-to-Month,Credit Card,No,19.85,Low,119.3,158.18,3,No,0,0.25143594778691086,No,0,Low Risk,True Negative,4.991003563570181,59.892042762842166,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
5630-IXDXV,Female,51,No,,No,0,0,47,25-48 months,Offer B,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,106.35,Very High,4849.1,5532.4800000000005,4,No,0,0.6229025967184221,Yes,1,Medium Risk,False Positive,66.24569116100419,794.9482939320503,0.0,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method"
0320-DWVTU,Female,46,No,,No,0,0,53,49-72 months,Offer B,Yes,Fiber Optic,Two Year,Credit Card,No,99.5,Very High,5424.25,7733.46,3,No,0,0.01026304185439213,No,0,Low Risk,True Negative,1.021172664512017,12.254071974144203,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
9135-MGVPY,Male,41,No,,Yes,0,10,69,49-72 months,,Yes,DSL,Two Year,Credit Card,Yes,84.7,High,5878.9,9216.43,3,No,0,0.00020241466554486763,No,0,Low Risk,True Negative,0.01714452217165029,0.2057342660598035,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
1212-GLHMD,Male,54,No,,No,0,0,3,0-6 months,Offer E,Yes,Fiber Optic,Month-to-Month,Credit Card,Yes,86.05,High,244.85,299.63,4,No,0,0.6767929756026508,Yes,1,Medium Risk,False Positive,58.2380355506081,698.8564266072972,0.0,Fiber Optic + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Apply early-life retention follow-up"
7878-JGDKK,Male,38,No,,No,0,0,4,0-6 months,Offer E,Yes,Cable,Month-to-Month,Credit Card,No,44.55,Medium,220.75,341.03,3,No,0,0.3569410371538947,Yes,1,Medium Risk,False Positive,15.901723205206007,190.82067846247207,0.0,Cable + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
1088-AUUZZ,Male,33,No,,Yes,1,6,56,49-72 months,Offer B,Yes,DSL,Two Year,Credit Card,Yes,75.85,High,4261.2,6365.68,3,No,0,0.0007510062533787641,No,0,Low Risk,True Negative,0.05696382431877925,0.683565891825351,0.0,DSL + Two Year,nan + Credit Card,Low Priority,No urgent action. Continue regular customer monitoring
9588-OZDMQ,Female,38,No,,Yes,0,8,2,0-6 months,Offer E,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,45.0,Medium,89.75,120.75,4,No,0,0.07135635694970373,No,0,Low Risk,True Negative,3.211036062736668,38.532432752840016,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up
6476-EPYZR,Male,57,No,,Yes,1,6,12,7-12 months,,No,,Month-to-Month,Credit Card,No,20.5,Low,255.5,808.22,3,No,0,0.022349795589807285,No,0,Low Risk,True Negative,0.45817080959104933,5.498049715092592,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
1174-FGIFN,Female,44,No,,Yes,1,7,28,25-48 months,Offer C,Yes,Fiber Optic,One Year,Bank Withdrawal,Yes,90.45,High,2509.25,3245.09,3,No,0,0.014091645792330455,No,0,Low Risk,True Negative,1.2745893619162896,15.295072342995475,0.0,Fiber Optic + One Year,nan + Bank Withdrawal,Low Priority,"Review service quality, speed complaints, and support history | Encourage a more stable or convenient payment method"
6620-HVDUJ,Male,50,No,,No,0,0,24,13-24 months,Offer C,Yes,DSL,Month-to-Month,Bank Withdrawal,No,60.45,Medium,1440.75,2009.79,5,No,0,0.0942752025881196,No,0,Low Risk,True Negative,5.69893599645183,68.38723195742196,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method
1032-MAELW,Female,57,No,,Yes,3,8,68,49-72 months,,Yes,DSL,One Year,Bank Withdrawal,Yes,78.45,High,5333.35,5841.31,5,No,0,0.0004858097842921915,No,0,Low Risk,True Negative,0.038111777577722425,0.4573413309326691,0.0,DSL + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
7641-TQFHN,Male,21,No,,No,1,0,39,25-48 months,Offer C,Yes,Fiber Optic,Two Year,Credit Card,No,100.55,Very High,3895.35,4469.43,3,No,0,0.013467020062362396,No,0,Low Risk,True Negative,1.3541088672705388,16.249306407246465,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
1552-TKMXS,Female,37,No,,Yes,0,0,42,25-48 months,Offer B,No,,Month-to-Month,Credit Card,No,20.35,Low,869.9,1119.8,3,No,0,0.25613007715705954,No,0,Low Risk,True Negative,5.212247070146162,62.54696484175395,0.0,None + Month-to-Month,nan + Credit Card,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package
8622-ZLFKO,Female,56,No,,Yes,0,1,6,0-6 months,,Yes,Fiber Optic,Month-to-Month,Bank Withdrawal,Yes,90.75,High,512.25,652.35,4,No,0,0.9087886324896766,Yes,1,High Risk,False Positive,82.47256839843814,989.6708207812577,90.75,Fiber Optic + Month-to-Month,nan + Bank Withdrawal,Priority: High Value + High Risk,"Offer an incentive to switch to a one-year or two-year contract | Review service quality, speed complaints, and support history | Offer a trial premium support package | Encourage a more stable or convenient payment method | Apply early-life retention follow-up"
6188-UXBBR,Female,47,No,,Yes,0,1,38,25-48 months,Offer C,No,,One Year,Credit Card,Yes,20.25,Low,814.75,1215.27,4,No,0,0.0634967655538537,No,0,Low Risk,True Negative,1.2858095024655374,15.42971402958645,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
2333-KWEWW,Male,64,No,,No,0,0,18,13-24 months,,No,,Two Year,Credit Card,No,20.05,Low,388.6,861.28,3,No,0,0.012196669792610535,No,0,Low Risk,True Negative,0.24454322934184122,2.9345187521020946,0.0,None + Two Year,nan + Credit Card,Low Priority,Offer a trial premium support package
5702-SKUOB,Female,34,No,,Yes,0,1,4,0-6 months,,No,,Month-to-Month,Credit Card,No,19.6,Low,93.45,210.01,4,No,0,0.39318407034965097,Yes,1,Medium Risk,False Positive,7.706407778853159,92.47689334623792,0.0,None + Month-to-Month,nan + Credit Card,Monitor: Month-to-Month,Offer an incentive to switch to a one-year or two-year contract | Offer a trial premium support package | Apply early-life retention follow-up
1134-YWTYF,Male,32,No,,Yes,0,1,27,25-48 months,Offer C,Yes,DSL,Month-to-Month,Bank Withdrawal,Yes,53.8,Medium,1389.85,2509.8099999999995,4,No,0,0.27277024325641813,No,0,Low Risk,True Negative,14.675039087195294,176.10046904634353,0.0,DSL + Month-to-Month,nan + Bank Withdrawal,Low Priority,Offer an incentive to switch to a one-year or two-year contract | Encourage a more stable or convenient payment method
6061-GWWAV,Male,44,No,,No,1,0,41,25-48 months,,Yes,Cable,One Year,Credit Card,No,70.2,High,2894.55,3458.71,4,No,0,0.023000836786714638,No,0,Low Risk,True Negative,1.6146587424273677,19.375904909128412,0.0,Cable + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
0679-TDGAK,Male,29,No,,Yes,1,1,50,49-72 months,,Yes,Cable,One Year,Bank Withdrawal,No,75.5,High,4025.6,5717.1,3,No,0,0.10608322404508677,No,0,Low Risk,True Negative,8.00928341540405,96.11140098484861,0.0,Cable + One Year,nan + Bank Withdrawal,Low Priority,Encourage a more stable or convenient payment method
6585-WCEWR,Male,24,No,,Yes,1,1,72,49-72 months,,No,,Two Year,Bank Withdrawal,No,20.35,Low,1354.4,2994.5600000000004,3,No,0,0.0039506877248892385,No,0,Low Risk,True Negative,0.08039649520149601,0.9647579424179522,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
9067-YGSCA,Female,35,No,,No,0,0,70,49-72 months,,No,,One Year,Credit Card,No,26.05,Low,1856.4,4049.5,5,No,0,0.012725964313360991,No,0,Low Risk,True Negative,0.33151137036305384,3.978136444356646,0.0,None + One Year,nan + Credit Card,Low Priority,Offer a trial premium support package
9067-SQTNS,Male,37,No,,Yes,2,1,44,25-48 months,,No,,One Year,Bank Withdrawal,No,20.6,Low,926.0,2463.36,5,No,0,0.02855870885438742,No,0,Low Risk,True Negative,0.5883094024003809,7.059712828804571,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
1776-SPBWV,Female,43,No,,Yes,1,1,34,25-48 months,Offer C,No,,One Year,Bank Withdrawal,Yes,20.1,Low,682.1,2100.58,5,No,0,0.05098666351346322,No,0,Low Risk,True Negative,1.0248319366206107,12.297983239447328,0.0,None + One Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
9668-PUGNU,Male,20,No,,Yes,0,9,71,49-72 months,,No,,Two Year,Bank Withdrawal,Yes,24.5,Low,1816.2,4100.9800000000005,4,No,0,0.00025849544640091235,No,0,Low Risk,True Negative,0.006333138436822353,0.07599766124186824,0.0,None + Two Year,nan + Bank Withdrawal,Low Priority,Offer a trial premium support package | Encourage a more stable or convenient payment method
9405-GPBBG,Female,42,No,,No,0,0,64,49-72 months,,Yes,Fiber Optic,Two Year,Credit Card,Yes,110.5,Very High,7069.25,7492.77,5,No,0,0.023966674940618857,No,0,Low Risk,True Negative,2.6483175809383837,31.779810971260602,0.0,Fiber Optic + Two Year,nan + Credit Card,Low Priority,"Review service quality, speed complaints, and support history"
